transaction_id,customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add-on_total,add_on_1,add_on_2,add_on_3
TRS0206240031,19589,24,Female,No,Smartwatch,SWT567,1,Completed,Credit Card,4595.0,459.5,10,2024-06-02,Same Day,138.92,Impulse Item,Accessory,Accessory
TRS0206240032,13584,49,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,4045.92,674.32,6,2024-06-02,Expedited,90.3,Impulse Item,None,None
TRS0206240033,17086,60,Male,Yes,Headphones,HDP456,4,Cancelled,PayPal,3611.8,361.18,10,2024-06-02,Standard,176.59,Impulse Item,Impulse Item,Impulse Item
TRS0206240034,12271,21,Male,No,Headphones,HDP456,4,Completed,Bank Transfer,2167.08,361.18,6,2024-06-02,Standard,235.92,Extended Warranty,Impulse Item,Accessory
TRS0206240035,17330,34,Female,Yes,Smartphone,SMP234,3,Completed,PayPal,6838.08,1139.68,6,2024-06-02,Standard,115.33,Accessory,Accessory,None
TRS0206240036,3261,64,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-06-02,Overnight,0.0,None,None,None
TRS0206240037,11651,68,Female,No,Tablet,TBL345,4,Completed,Bank Transfer,3932.05,786.41,5,2024-06-02,Same Day,64.81,Impulse Item,Accessory,None
TRS0206240038,13017,42,Male,No,Tablet,TBL345,2,Completed,Bank Transfer,6291.28,786.41,8,2024-06-02,Expedited,36.55,Accessory,None,None
TRS0206240039,11705,46,Female,No,Tablet,TBL345,3,Completed,Bank Transfer,3932.05,786.41,5,2024-06-02,Expedited,144.22,Impulse Item,Impulse Item,None
TRS0206240040,19706,40,Male,Yes,Smartwatch,SWT567,2,Completed,Bank Transfer,459.5,459.5,1,2024-06-02,Expedited,172.28,Impulse Item,Accessory,Extended Warranty
TRS0206240041,4586,71,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-06-02,Overnight,34.61,Impulse Item,None,None
TRS0206240042,12239,70,Male,No,Headphones,HDP456,1,Completed,PayPal,1083.54,361.18,3,2024-06-02,Expedited,41.76,Accessory,None,None
TRS0206240043,5150,73,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-06-02,Overnight,28.25,Impulse Item,Accessory,None
TRS0206240044,18897,58,Male,No,Laptop,LTP123,5,Completed,PayPal,4045.92,674.32,6,2024-06-02,Standard,153.59,Extended Warranty,Impulse Item,None
TRS0206240045,8450,74,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-06-02,Express,92.19,Impulse Item,Impulse Item,Impulse Item
TRS0206240046,9617,53,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-06-02,Standard,52.51,Impulse Item,Extended Warranty,None
TRS0206240047,18573,54,Male,No,Laptop,LTP123,5,Cancelled,Bank Transfer,6743.2,674.32,10,2024-06-02,Same Day,218.23,Impulse Item,Extended Warranty,Accessory
TRS0206240048,18668,47,Male,No,Tablet,TBL345,2,Cancelled,Bank Transfer,786.41,786.41,1,2024-06-02,Expedited,217.1,Accessory,Impulse Item,Accessory
TRS0206240049,18857,61,Male,No,Tablet,TBL345,5,Completed,Credit Card,2359.23,786.41,3,2024-06-02,Expedited,39.41,Impulse Item,None,None
TRS0206240050,2205,32,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2024-06-02,Standard,43.91,Extended Warranty,None,None
TRS0206240051,15155,68,Female,No,Headphones,HDP456,2,Completed,Credit Card,722.36,361.18,2,2024-06-02,Standard,150.9,Accessory,Accessory,Impulse Item
TRS0206240052,15140,77,Female,No,Smartphone,SMP234,5,Completed,PayPal,10257.12,1139.68,9,2024-06-02,Expedited,71.08,Accessory,Impulse Item,None
TRS0206240053,12174,70,Female,No,Smartwatch,SWT567,4,Completed,PayPal,1378.5,459.5,3,2024-06-02,Expedited,117.52,Extended Warranty,Accessory,Accessory
TRS0206240054,16561,56,Female,No,Laptop,LTP123,1,Cancelled,Bank Transfer,3371.6,674.32,5,2024-06-02,Standard,220.1,Extended Warranty,Extended Warranty,Extended Warranty
TRS0206240055,18890,22,Male,No,Laptop,LTP123,3,Cancelled,PayPal,2022.96,674.32,3,2024-06-02,Expedited,61.2,Impulse Item,None,None
TRS0206240056,4704,56,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-06-02,Overnight,82.39,Impulse Item,Accessory,None
TRS0206240057,8443,61,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-06-02,Express,0.0,None,None,None
TRS0206240058,8799,27,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,2024-06-02,Standard,20.87,Extended Warranty,None,None
TRS0206240059,15446,41,Female,Yes,Smartwatch,SWT567,1,Cancelled,PayPal,3216.5,459.5,7,2024-06-02,Same Day,89.12,Accessory,None,None
TRS0206240060,12770,23,Female,No,Smartwatch,SWT567,1,Completed,PayPal,2757.0,459.5,6,2024-06-02,Same Day,0.0,None,None,None
TRS0206240061,5742,53,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,62.25,20.75,3,2024-06-02,Express,0.0,None,None,None
TRS0206240062,15070,77,Male,Yes,Headphones,HDP456,4,Completed,PayPal,2528.26,361.18,7,2024-06-02,Same Day,16.56,Accessory,None,None
TRS0306240001,5763,44,Female,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,2319.8,463.96,5,2024-06-03,Overnight,60.76,Accessory,Extended Warranty,None
TRS0306240002,11862,64,Female,No,Headphones,HDP456,2,Cancelled,Credit Card,361.18,361.18,1,2024-06-03,Expedited,157.96,Accessory,Accessory,Extended Warranty
TRS0306240003,16492,23,Male,No,Smartwatch,SWT567,3,Cancelled,Bank Transfer,3216.5,459.5,7,2024-06-03,Expedited,38.63,Impulse Item,None,None
TRS0306240004,5010,26,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-06-03,Standard,30.41,Impulse Item,Accessory,None
TRS0306240005,19394,50,Male,No,Laptop,LTP123,2,Completed,PayPal,4720.24,674.32,7,2024-06-03,Expedited,225.13,Extended Warranty,Accessory,Impulse Item
TRS0306240006,16590,37,Male,Yes,Headphones,HDP456,3,Cancelled,Bank Transfer,1444.72,361.18,4,2024-06-03,Expedited,201.03,Accessory,Impulse Item,Impulse Item
TRS0306240007,13394,43,Male,No,Laptop,LTP123,3,Cancelled,PayPal,674.32,674.32,1,2024-06-03,Same Day,108.89,Accessory,Extended Warranty,Impulse Item
TRS0306240008,17179,21,Male,No,Smartphone,SMP234,1,Completed,Credit Card,2279.36,1139.68,2,2024-06-03,Same Day,0.0,None,None,None
TRS0306240009,1495,45,Female,No,Smartwatch,SKU1003,3,Cancelled,PayPal,5913.81,844.83,7,2024-06-03,Express,0.0,None,None,None
TRS0306240010,17827,37,Male,Yes,Tablet,TBL345,3,Completed,PayPal,786.41,786.41,1,2024-06-03,Expedited,187.43,Accessory,Impulse Item,Extended Warranty
TRS0306240011,6790,68,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-06-03,Overnight,0.0,None,None,None
TRS0306240012,7560,49,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-06-03,Express,77.93,Accessory,Accessory,Extended Warranty
TRS0306240013,4690,76,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-06-03,Express,44.34,Accessory,None,None
TRS0306240014,4403,22,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-06-03,Standard,0.0,None,None,None
TRS0306240015,16711,53,Female,Yes,Tablet,TBL345,3,Cancelled,Bank Transfer,2359.23,786.41,3,2024-06-03,Expedited,116.64,Impulse Item,Accessory,None
TRS0306240016,12297,41,Male,Yes,Smartphone,SMP234,5,Cancelled,Bank Transfer,11396.8,1139.68,10,2024-06-03,Standard,116.41,Extended Warranty,Accessory,None
TRS0306240017,14422,29,Female,No,Smartphone,SMP234,4,Completed,Credit Card,7977.76,1139.68,7,2024-06-03,Standard,60.56,Accessory,None,None
TRS0306240018,1817,63,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,5913.81,844.83,7,2024-06-03,Standard,21.2,Extended Warranty,None,None
TRS0306240019,14872,46,Male,No,Headphones,HDP456,4,Completed,Bank Transfer,1444.72,361.18,4,2024-06-03,Same Day,109.86,Accessory,Extended Warranty,Impulse Item
TRS0306240020,4736,64,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2024-06-03,Standard,68.6,Impulse Item,Accessory,None
TRS0306240021,13755,58,Male,No,Laptop,LTP123,3,Cancelled,PayPal,1348.64,674.32,2,2024-06-03,Standard,43.02,Impulse Item,None,None
TRS0306240022,19651,34,Female,Yes,Smartphone,SMP234,1,Cancelled,PayPal,1139.68,1139.68,1,2024-06-03,Standard,186.96,Extended Warranty,Impulse Item,None
TRS0306240023,16185,33,Male,No,Tablet,TBL345,1,Completed,Bank Transfer,1572.82,786.41,2,2024-06-03,Standard,0.0,None,None,None
TRS0306240024,9551,40,Male,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2024-06-03,Express,23.27,Extended Warranty,None,None
TRS0306240025,13477,31,Male,No,Headphones,HDP456,1,Completed,Bank Transfer,2167.08,361.18,6,2024-06-03,Standard,52.12,Impulse Item,None,None
TRS0306240026,4386,62,Male,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-06-03,Overnight,30.94,Accessory,None,None
TRS0306240027,16917,20,Female,Yes,Tablet,TBL345,5,Completed,Bank Transfer,786.41,786.41,1,2024-06-03,Expedited,0.0,None,None,None
TRS0306240028,13230,44,Male,No,Tablet,TBL345,5,Cancelled,Credit Card,7077.69,786.41,9,2024-06-03,Expedited,209.23,Impulse Item,Extended Warranty,Accessory
TRS0306240029,2849,56,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2024-06-03,Express,44.03,Impulse Item,Impulse Item,None
TRS0306240030,19464,80,Male,Yes,Tablet,TBL345,4,Completed,PayPal,3145.64,786.41,4,2024-06-03,Standard,211.13,Impulse Item,Impulse Item,Extended Warranty
TRS0306240031,16043,70,Male,No,Smartphone,SMP234,1,Completed,Credit Card,5698.4,1139.68,5,2024-06-03,Standard,0.0,None,None,None
TRS0306240032,16811,42,Female,No,Headphones,HDP456,3,Cancelled,Credit Card,361.18,361.18,1,2024-06-03,Standard,107.92,Impulse Item,Extended Warranty,None
TRS0306240033,8978,73,Male,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,988.12,247.03,4,2024-06-03,Standard,31.73,Impulse Item,None,None
TRS0306240034,6864,30,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,2319.8,463.96,5,2024-06-03,Express,0.0,None,None,None
TRS0306240035,7643,39,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2024-06-03,Standard,69.04,Accessory,Impulse Item,None
TRS0306240036,2443,47,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,1689.66,844.83,2,2024-06-03,Express,6.34,Extended Warranty,None,None
TRS0306240037,18390,61,Male,No,Tablet,TBL345,1,Cancelled,Bank Transfer,5504.87,786.41,7,2024-06-03,Standard,89.17,Impulse Item,Impulse Item,None
TRS0306240038,5731,34,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,1482.18,247.03,6,2024-06-03,Standard,0.0,None,None,None
TRS0306240039,1684,38,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-06-03,Express,82.92,Impulse Item,Impulse Item,Impulse Item
TRS0306240040,19459,67,Male,No,Smartphone,SMP234,4,Completed,PayPal,9117.44,1139.68,8,2024-06-03,Standard,162.15,Extended Warranty,Impulse Item,Accessory
TRS0306240041,17379,31,Male,No,Smartphone,SMP234,4,Completed,Credit Card,3419.04,1139.68,3,2024-06-03,Expedited,58.38,Impulse Item,Accessory,None
TRS0306240042,15755,24,Female,No,Smartphone,SMP234,2,Cancelled,Credit Card,7977.76,1139.68,7,2024-06-03,Same Day,78.94,Impulse Item,Impulse Item,Accessory
TRS0306240043,12673,65,Male,No,Laptop,LTP123,1,Completed,Credit Card,4045.92,674.32,6,2024-06-03,Expedited,232.8,Accessory,Accessory,Accessory
TRS0306240044,17380,42,Male,No,Tablet,TBL345,4,Cancelled,Credit Card,7077.69,786.41,9,2024-06-03,Same Day,133.57,Extended Warranty,Extended Warranty,None
TRS0306240045,15068,18,Male,No,Headphones,HDP456,3,Completed,Bank Transfer,1083.54,361.18,3,2024-06-03,Same Day,0.0,None,None,None
TRS0306240046,2945,55,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1976.24,247.03,8,2024-06-03,Overnight,30.89,Accessory,Extended Warranty,None
TRS0306240047,13070,28,Male,No,Smartphone,SMP234,5,Completed,Credit Card,2279.36,1139.68,2,2024-06-03,Standard,13.67,Accessory,None,None
TRS0306240048,18786,51,Male,No,Tablet,TBL345,2,Completed,PayPal,2359.23,786.41,3,2024-06-03,Same Day,170.47,Impulse Item,Extended Warranty,Accessory
TRS0306240049,5308,63,Female,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-06-03,Overnight,46.38,Accessory,None,None
TRS0306240050,3194,24,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-06-03,Overnight,53.31,Extended Warranty,Impulse Item,None
TRS0306240051,5373,37,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,5913.81,844.83,7,2024-06-03,Overnight,0.0,None,None,None
TRS0306240052,8707,19,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2024-06-03,Standard,0.0,None,None,None
TRS0306240053,18294,74,Female,No,Headphones,HDP456,3,Completed,PayPal,1805.9,361.18,5,2024-06-03,Expedited,59.69,Impulse Item,Impulse Item,None
TRS0306240054,7541,33,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-06-03,Standard,42.03,Impulse Item,Accessory,None
TRS0306240055,11848,52,Female,No,Smartphone,SMP234,5,Completed,PayPal,3419.04,1139.68,3,2024-06-03,Expedited,0.0,None,None,None
TRS0306240056,15652,60,Male,No,Smartwatch,SWT567,1,Completed,Bank Transfer,2297.5,459.5,5,2024-06-03,Expedited,102.57,Impulse Item,Accessory,None
TRS0306240057,9711,36,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-06-03,Overnight,0.0,None,None,None
TRS0306240058,3101,67,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,1976.24,247.03,8,2024-06-03,Overnight,0.0,None,None,None
TRS0306240059,16336,19,Female,No,Headphones,HDP456,5,Completed,PayPal,1805.9,361.18,5,2024-06-03,Expedited,57.42,Accessory,None,None
TRS0306240060,16074,24,Female,Yes,Laptop,LTP123,1,Completed,Bank Transfer,2022.96,674.32,3,2024-06-03,Standard,0.0,None,None,None
TRS0306240061,17690,18,Male,Yes,Smartphone,SMP234,2,Completed,PayPal,9117.44,1139.68,8,2024-06-03,Same Day,0.0,None,None,None
TRS0306240062,15000,49,Female,No,Smartwatch,SWT567,1,Completed,Bank Transfer,2757.0,459.5,6,2024-06-03,Expedited,0.0,None,None,None
TRS0306240063,13395,49,Male,No,Tablet,TBL345,2,Completed,PayPal,3145.64,786.41,4,2024-06-03,Standard,0.0,None,None,None
TRS0306240064,19973,60,Male,Yes,Laptop,LTP123,2,Completed,Bank Transfer,4045.92,674.32,6,2024-06-03,Expedited,213.56,Impulse Item,Accessory,Extended Warranty
TRS0306240065,6628,77,Female,No,Smartphone,SKU1001,5,Completed,Cash,166.0,20.75,8,2024-06-03,Standard,70.37,Impulse Item,Impulse Item,None
TRS0306240066,9514,39,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2024-06-03,Express,65.27,Extended Warranty,Extended Warranty,Impulse Item
TRS0306240067,2695,18,Male,No,Smartphone,SKU1004,2,Completed,PayPal,1582.38,791.19,2,2024-06-03,Standard,0.0,None,None,None
TRS0306240068,12862,41,Female,No,Laptop,LTP123,2,Completed,PayPal,6068.88,674.32,9,2024-06-03,Expedited,116.51,Extended Warranty,Impulse Item,Impulse Item
TRS0306240069,15411,46,Female,Yes,Headphones,HDP456,4,Cancelled,PayPal,1444.72,361.18,4,2024-06-03,Same Day,126.74,Accessory,Accessory,None
TRS0306240070,11249,68,Female,No,Headphones,HDP456,4,Completed,Bank Transfer,2889.44,361.18,8,2024-06-03,Expedited,0.0,None,None,None
TRS0306240071,3588,22,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-06-03,Standard,0.0,None,None,None
TRS0306240072,14950,42,Female,Yes,Smartwatch,SWT567,1,Cancelled,PayPal,3676.0,459.5,8,2024-06-03,Standard,183.23,Extended Warranty,Impulse Item,None
TRS0306240073,4411,27,Female,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-06-03,Express,23.15,Accessory,None,None
TRS0306240074,5818,58,Male,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-06-03,Express,17.56,Accessory,None,None
TRS0306240075,1516,61,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-06-03,Standard,87.03,Impulse Item,Accessory,Accessory
TRS0306240076,14666,37,Male,No,Headphones,HDP456,2,Cancelled,Bank Transfer,2167.08,361.18,6,2024-06-03,Same Day,157.29,Extended Warranty,Extended Warranty,None
TRS0306240077,8993,76,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-06-03,Overnight,78.53,Impulse Item,Impulse Item,Impulse Item
TRS0406240001,14770,47,Male,Yes,Smartphone,SMP234,4,Completed,PayPal,7977.76,1139.68,7,2024-06-04,Standard,0.0,None,None,None
TRS0406240002,7329,48,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,247.03,247.03,1,2024-06-04,Overnight,134.5,Impulse Item,Impulse Item,Extended Warranty
TRS0406240003,5463,18,Male,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-06-04,Express,72.4,Extended Warranty,Extended Warranty,None
TRS0406240004,5319,78,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-06-04,Standard,0.0,None,None,None
TRS0406240005,19272,55,Female,Yes,Smartwatch,SWT567,3,Completed,Bank Transfer,3216.5,459.5,7,2024-06-04,Standard,157.54,Extended Warranty,Impulse Item,Impulse Item
TRS0406240006,19616,44,Female,No,Headphones,HDP456,1,Completed,Credit Card,722.36,361.18,2,2024-06-04,Same Day,0.0,None,None,None
TRS0406240007,16890,25,Female,No,Headphones,HDP456,3,Cancelled,PayPal,2167.08,361.18,6,2024-06-04,Standard,85.0,Impulse Item,None,None
TRS0406240008,12994,28,Male,No,Headphones,HDP456,3,Completed,Credit Card,361.18,361.18,1,2024-06-04,Expedited,83.8,Accessory,Extended Warranty,None
TRS0406240009,19112,19,Female,No,Laptop,LTP123,1,Completed,PayPal,674.32,674.32,1,2024-06-04,Same Day,87.83,Accessory,Extended Warranty,None
TRS0406240010,13444,27,Female,No,Laptop,LTP123,4,Completed,Bank Transfer,5394.56,674.32,8,2024-06-04,Same Day,120.71,Extended Warranty,Extended Warranty,Impulse Item
TRS0406240011,9187,64,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-06-04,Overnight,36.37,Impulse Item,Extended Warranty,None
TRS0406240012,16454,63,Female,No,Smartwatch,SWT567,2,Completed,Bank Transfer,2297.5,459.5,5,2024-06-04,Expedited,0.0,None,None,None
TRS0406240013,7481,77,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2024-06-04,Express,0.0,None,None,None
TRS0406240014,16637,54,Male,Yes,Tablet,TBL345,5,Completed,Credit Card,7077.69,786.41,9,2024-06-04,Standard,128.9,Accessory,Extended Warranty,Impulse Item
TRS0406240015,14200,62,Male,Yes,Headphones,HDP456,4,Completed,Bank Transfer,1444.72,361.18,4,2024-06-04,Expedited,134.64,Impulse Item,Accessory,Extended Warranty
TRS0406240016,19649,74,Female,No,Tablet,TBL345,3,Completed,PayPal,786.41,786.41,1,2024-06-04,Same Day,98.18,Extended Warranty,Extended Warranty,Impulse Item
TRS0406240017,5210,50,Female,No,Smartphone,SKU1001,5,Completed,PayPal,124.5,20.75,6,2024-06-04,Express,40.64,Accessory,Accessory,None
TRS0406240018,1193,19,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-06-04,Express,44.39,Extended Warranty,Accessory,None
TRS0406240019,4428,60,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,4224.15,844.83,5,2024-06-04,Standard,0.0,None,None,None
TRS0406240020,9972,21,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-06-04,Standard,20.06,Impulse Item,None,None
TRS0406240021,1266,23,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,791.19,791.19,1,2024-06-04,Standard,0.0,None,None,None
TRS0406240022,16579,54,Male,No,Headphones,HDP456,1,Completed,Bank Transfer,2167.08,361.18,6,2024-06-04,Standard,0.0,None,None,None
TRS0406240023,11909,25,Male,No,Headphones,HDP456,2,Completed,PayPal,2528.26,361.18,7,2024-06-04,Same Day,155.84,Impulse Item,Impulse Item,Extended Warranty
TRS0406240024,14926,62,Male,Yes,Laptop,LTP123,1,Completed,Bank Transfer,5394.56,674.32,8,2024-06-04,Standard,69.43,Accessory,Impulse Item,None
TRS0406240025,5683,64,Male,No,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2024-06-04,Overnight,0.0,None,None,None
TRS0406240026,5580,19,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-06-04,Express,0.0,None,None,None
TRS0406240027,16516,38,Female,No,Headphones,HDP456,4,Completed,Credit Card,3611.8,361.18,10,2024-06-04,Expedited,87.61,Accessory,Accessory,None
TRS0406240028,7304,68,Male,No,Smartphone,SKU1001,5,Completed,PayPal,20.75,20.75,1,2024-06-04,Express,0.0,None,None,None
TRS0406240029,18469,79,Male,Yes,Headphones,HDP456,5,Cancelled,Credit Card,2167.08,361.18,6,2024-06-04,Same Day,0.0,None,None,None
TRS0406240030,18462,59,Female,No,Smartphone,SMP234,1,Cancelled,Bank Transfer,9117.44,1139.68,8,2024-06-04,Same Day,102.45,Impulse Item,Accessory,Extended Warranty
TRS0406240031,9188,35,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,83.0,20.75,4,2024-06-04,Overnight,56.24,Accessory,Impulse Item,Impulse Item
TRS0406240032,3766,49,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,4224.15,844.83,5,2024-06-04,Overnight,86.57,Accessory,Accessory,Impulse Item
TRS0406240033,13657,51,Male,Yes,Tablet,TBL345,1,Completed,Credit Card,6291.28,786.41,8,2024-06-04,Same Day,0.0,None,None,None
TRS0406240034,11412,49,Male,Yes,Headphones,HDP456,3,Completed,Bank Transfer,3250.62,361.18,9,2024-06-04,Same Day,14.75,Accessory,None,None
TRS0406240035,12142,35,Male,No,Smartphone,SMP234,4,Completed,Bank Transfer,10257.12,1139.68,9,2024-06-04,Standard,111.36,Extended Warranty,Extended Warranty,None
TRS0406240036,18957,37,Male,No,Smartphone,SMP234,4,Completed,PayPal,2279.36,1139.68,2,2024-06-04,Standard,85.25,Impulse Item,None,None
TRS0406240037,9631,28,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-06-04,Overnight,0.0,None,None,None
TRS0406240038,2027,52,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2024-06-04,Express,77.02,Accessory,Extended Warranty,None
TRS0406240039,8337,38,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-06-04,Standard,11.38,Extended Warranty,None,None
TRS0406240040,16300,65,Male,No,Headphones,HDP456,3,Completed,Bank Transfer,3250.62,361.18,9,2024-06-04,Same Day,180.91,Accessory,Extended Warranty,Accessory
TRS0406240041,4717,23,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,2024-06-04,Standard,47.88,Impulse Item,Extended Warranty,None
TRS0406240042,18434,39,Female,No,Headphones,HDP456,2,Completed,Bank Transfer,3250.62,361.18,9,2024-06-04,Same Day,47.66,Accessory,Extended Warranty,None
TRS0406240043,19896,66,Male,Yes,Laptop,LTP123,2,Cancelled,Credit Card,2022.96,674.32,3,2024-06-04,Same Day,123.0,Extended Warranty,Impulse Item,None
TRS0406240044,8924,25,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,2783.76,463.96,6,2024-06-04,Overnight,0.0,None,None,None
TRS0406240045,16512,46,Male,No,Headphones,HDP456,2,Cancelled,PayPal,1083.54,361.18,3,2024-06-04,Standard,0.0,None,None,None
TRS0406240046,14940,33,Male,Yes,Headphones,HDP456,3,Completed,PayPal,1805.9,361.18,5,2024-06-04,Standard,209.15,Extended Warranty,Impulse Item,Accessory
TRS0406240047,2851,41,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2024-06-04,Overnight,0.0,None,None,None
TRS0406240048,19092,43,Female,No,Smartwatch,SWT567,1,Cancelled,PayPal,459.5,459.5,1,2024-06-04,Expedited,54.99,Impulse Item,None,None
TRS0406240049,4539,20,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2024-06-04,Standard,0.0,None,None,None
TRS0406240050,12197,50,Female,No,Tablet,TBL345,3,Cancelled,PayPal,6291.28,786.41,8,2024-06-04,Standard,98.72,Impulse Item,Impulse Item,None
TRS0406240051,17610,65,Male,Yes,Smartwatch,SWT567,2,Completed,PayPal,3216.5,459.5,7,2024-06-04,Expedited,143.57,Accessory,Accessory,Impulse Item
TRS0406240052,16185,33,Male,Yes,Laptop,LTP123,4,Completed,Bank Transfer,2022.96,674.32,3,2024-06-04,Expedited,115.08,Extended Warranty,Impulse Item,Accessory
TRS0406240053,15469,69,Female,Yes,Tablet,TBL345,5,Completed,Bank Transfer,7077.69,786.41,9,2024-06-04,Expedited,0.0,None,None,None
TRS0406240054,13848,37,Male,Yes,Smartwatch,SWT567,5,Cancelled,Credit Card,3216.5,459.5,7,2024-06-04,Standard,0.0,None,None,None
TRS0406240055,17389,43,Female,Yes,Laptop,LTP123,1,Cancelled,Bank Transfer,4045.92,674.32,6,2024-06-04,Expedited,102.49,Extended Warranty,Impulse Item,None
TRS0406240056,13625,50,Female,No,Smartwatch,SWT567,4,Completed,Bank Transfer,1838.0,459.5,4,2024-06-04,Same Day,58.56,Extended Warranty,Extended Warranty,None
TRS0406240057,16369,56,Female,Yes,Smartwatch,SWT567,1,Completed,Bank Transfer,2297.5,459.5,5,2024-06-04,Standard,0.0,None,None,None
TRS0406240058,11236,31,Male,No,Smartwatch,SWT567,3,Cancelled,Bank Transfer,2757.0,459.5,6,2024-06-04,Same Day,67.26,Extended Warranty,None,None
TRS0406240059,1115,31,Female,Yes,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,2024-06-04,Overnight,0.0,None,None,None
TRS0406240060,18066,59,Male,No,Headphones,HDP456,3,Completed,Bank Transfer,361.18,361.18,1,2024-06-04,Same Day,23.42,Extended Warranty,None,None
TRS0406240061,5579,30,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2024-06-04,Express,56.18,Extended Warranty,Extended Warranty,None
